Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied"
9/12/2020 12:05,Rice University,Texas,Biosciences,10/15/2020,https://jobs.sciencecareers.org/job/519260/assistant-professor-position-in-biosciences-/,Asst Prof,Tenure Track,10/21/2020 19:56,"""We welcome applications in all areas of biochemistry, microbiology, cell and developmental biology, and genetics and seek candidates whose research is synergistic with the strengths of current faculty. Thus, we encourage applicants with research in the areas of: systems and synthetic biology; microbial genetics, physiology, and ecology; and cell biology and genetics. "" 2) Is there any point applying if you aren't a diversity candidate? 3) I think it's always worth an effort to apply. They welcome ""those who have the skills, knowledge, and commitment to mentor and advise all members of our diverse student population"" 4) Yes, it seems that the diversity statement will be important, but that doesn't restrict to any particular group.  [General discussion moved to General Discussion tab - AP] 5) did this search fail last year? 6) I am pretty sure it didn't and this must be a new one 7) It didn't fail. I interviewed there last year but didn't get the job, really nice department and unique interview format -multiple people interviewing in groups so no one-to-one meetings- 8) Does anyone know if letters are required at initial application stage? Call says no,  application portal says yes but doesn't send referees a link to upload anything, and chair isn't answering email 9) It seems like the letters are ""solicitated"" automatically after submission.x5 10) auto letter submissions are my pet peeve, do better search committees X3 11) One of my references asked about when they would like letters, and the answer was by this week (10/16). A red flag to be honest, lack of clarity and not much respect for everyone's time and efforts. 12) Seriously? That, of coures, was never mentioned in the ad, and people who didn't submit several weeks before the deadline would never even know that the letters would be requested for 10/16 until it was too late. 13) 11 here, not sure if 10/16 was a hard deadline. But the response was that letters are expected as part of the application. 14) Two of my letter writers' emails went directly to spam. For those that applied, double check with your letter writers if you haven't already.",17,FALSE,"""We welcome applications in all areas of biochemistry, microbiology, cell and developmental biology, and genetics and seek candidates whose research is synergistic with the strengths of current faculty. Thus, we encourage applicants with research in the areas of: systems and synthetic biology; microbial genetics, physiology, and ecology; and cell biology and genetics. "" 2) Is there any point applying if you aren't a diversity candidate? 3) I think it's always worth an effort to apply. They welcome ""those who have the skills, knowledge, and commitment to mentor and advise all members of our diverse student population"" 4) Yes, it seems that the diversity statement will be important, but that doesn't restrict to any particular group.  [General discussion moved to General Discussion tab - AP] 5) did this search fail last year? 6) I am pretty sure it didn't and this must be a new one 7) It didn't fail. I interviewed there last year but didn't get the job, really nice department and unique interview format -multiple people interviewing in groups so no one-to-one meetings- 8) Does anyone know if letters are required at initial application stage? Call says no,  application portal says yes but doesn't send referees a link to upload anything, and chair isn't answering email 9) It seems like the letters are ""solicitated"" automatically after submission.x5 10) auto letter submissions are my pet peeve, do better search committees X3 11) One of my references asked about when they would like letters, and the answer was by this week (10/16). A red flag to be honest, lack of clarity and not much respect for everyone's time and efforts. 12) Seriously? That, of coures, was never mentioned in the ad, and people who didn't submit several weeks before the deadline would never even know that the letters would be requested for 10/16 until it was too late. 13) 11 here, not sure if 10/16 was a hard deadline. But the response was that letters are expected as part of the application. 14) Two of my letter writers' emails went directly to spam. For those that applied, double check with your letter writers if you haven't already.",17
9/11/2020 23:07,University of Toronto,Canada,Plant Systems Biology ,11/16/2020,https://careers.insidehighered.com/job/2021550/assistant-professor-plant-systems-biology/,Asst Prof,Tenure Track,9/16/2020 12:51,"Parasitic plants are rad, but I still find the research focus oddly specific: ""We seek candidates whose research and teaching interests in host plant-parasitic plant interactions complement and strengthen our existing departmental strengths"". 2) I don't find this so terrible (I don't work on parasitic plants). There was a call recently for an ""Evolutionary Biology"" professor, but whe you read the fine print they wanted someone who worked on Nicaraguan cichlid fishes. A call for PhDs and PostDocs can be that specific and more, but a call for a professorship, I'm not so sure... 3) Honestly I just interpret that as the university posting a position with somebody 'already in mind' i.e. they tailor the job requirements specifically enough that the individual they want to hire will obviously be the best candidate",,FALSE,"Parasitic plants are rad, but I still find the research focus oddly specific: ""We seek candidates whose research and teaching interests in host plant-parasitic plant interactions complement and strengthen our existing departmental strengths"". 2) I don't find this so terrible (I don't work on parasitic plants). There was a call recently for an ""Evolutionary Biology"" professor, but whe you read the fine print they wanted someone who worked on Nicaraguan cichlid fishes. A call for PhDs and PostDocs can be that specific and more, but a call for a professorship, I'm not so sure... 3) Honestly I just interpret that as the university posting a position with somebody 'already in mind' i.e. they tailor the job requirements specifically enough that the individual they want to hire will obviously be the best candidate",
9/11/2020 18:07,UCSB,California,Environmental Data Science,10/26/2020,https://recruit.ap.ucsb.edu/JPF01820,Asst Prof,Tenure Track,9/29/2020 14:32,"""focused on innovative approaches for computational analyses in an allied discipline of Environmental Science (including, but not limited to, Earth science, ecology, political science, socio-ecological systems"" 2) Are letters required upfront or will they be requested? 3) Letters requested before deadline",12,FALSE,"""focused on innovative approaches for computational analyses in an allied discipline of Environmental Science (including, but not limited to, Earth science, ecology, political science, socio-ecological systems"" 2) Are letters required upfront or will they be requested? 3) Letters requested before deadline",12
9/11/2020 13:43,Royal Saskatchewan Museum,Canada,Curator of Ornithology,9/27/2020,https://royalsaskmuseum.ca/rsm/give/jobs,Research Scientist,Permanent Non-Academic,,,,FALSE,,
9/9/2020 11:12,Smith College,Massachusetts,Plant Physiology,10/1/2020,https://apply.interfolio.com/78610,Asst Prof,Tenure Track,10/26/2020 11:52,1) any news? 2) Not yet (Oct 19) ,8,FALSE,1) any news? 2) Not yet (Oct 19) ,8
9/9/2020 9:48,Washington State University,Washington,Plant Pathology,,http://jobs.apsnet.org/job/endowed-chair-in-bacterial-diseases-of-tree-fruits-prosser-washington-0656,Rank Open,Tenure Track,9/13/2020 12:02,"""Endowed Chair in Bacterial Diseases of Tree Fruits"" 2) That's a great band name. x5",,FALSE,"""Endowed Chair in Bacterial Diseases of Tree Fruits"" 2) That's a great band name. x5",
9/8/2020 18:16,Botanical Research Institute of Texas,Texas,Conservation Botanist,11/1/2020,http://brit.org/about/employment,Full-time Researcher,Permanent Non-Academic,,,,FALSE,,
9/8/2020 16:49,Hampden-Sydney College,Virginia,Environmental and Conservation Biology,10/15/2020,https://jobs.chronicle.com/job/285601/assistant-professor-of-biology/,Asst Prof,Tenure Track,10/26/2020 22:19,1) Any updates? 2) nothing yet (10/26) x2,10,FALSE,1) Any updates? 2) nothing yet (10/26) x2,10
9/8/2020 16:35,Clark University,Massachusetts,Earth System Science,10/30/2020,https://clarku.interviewexchange.com/jobofferdetails.jsp;jsessionid=AD5FCE1B74BCDF720CDA125EFC97E451?JOBID=124776&jobboard=148,Asst Prof,Tenure Track,9/10/2020 3:42,,,FALSE,"We invite applicants with expertise in one or more of the following thematic areas: climate science, global ecology, conservation and biodiversity, earth surface processes, biogeochemistry and soil resources, hydrology, cryospheric sciences, ocean sciences, or related fields. 2) Two jobs from Clark already",
9/6/2020 20:28,Salisbury University ,Maryland,Physiology,11/1/2020,https://jobs.chronicle.com/job/276232/assistant-professor-physiology/,Asst Prof,Tenure Track,10/26/2020 10:41,"AP) The official ad is posted now (see update from chair below; URL updated), so I am cleaning up this cell to keep only relevant discussion. 1) Does anyone know why they're making multiple Bio hires (Quant Ecol and Plant Phys)? Are they expanding their department? Or replacing faculty who left, weren't tenured, or retired? 2) The Quant position is a new one, I can't speak to the others. 3) Hello Folks. This is Rob Dorit, chair of the department now seeking applicants for tenure-track positions in Quantitative Ecology and Plant Physiology. The link for the Quantitative Ecology position is now live; the link for the Plant Physiology position will be available 9/8. Please feel free to contact me if I can be of assistance, and we look forward to your application. 4) Thanks for the update!. Rob, can you enlighten us on teaching loads in your department? Looks like a 2:1 or is this just the start and then there will be added responsibilities. This link does not work...  AP) I think I fixed the link. 5) At what time is the deadline on Oct 1st? 6) @5, it just says that review starts today, so I'd get them in ASAP 6) anyone heard anything? Website hits? Etc.? @6, I had a website hit about a week ago (10/5 or so?) but haven't heard anything yet... x15 7) I love how the counter on the last post is slowly ticking up as more and more people stop by 8) Has anyone heard of if their references have been contacted?",1,FALSE,"AP) The official ad is posted now (see update from chair below; URL updated), so I am cleaning up this cell to keep only relevant discussion. 1) Does anyone know why they're making multiple Bio hires (Quant Ecol and Plant Phys)? Are they expanding their department? Or replacing faculty who left, weren't tenured, or retired? 2) The Quant position is a new one, I can't speak to the others. 3) Hello Folks. This is Rob Dorit, chair of the department now seeking applicants for tenure-track positions in Quantitative Ecology and Plant Physiology. The link for the Quantitative Ecology position is now live; the link for the Plant Physiology position will be available 9/8. Please feel free to contact me if I can be of assistance, and we look forward to your application. 4) Thanks for the update!. Rob, can you enlighten us on teaching loads in your department? Looks like a 2:1 or is this just the start and then there will be added responsibilities. This link does not work...  AP) I think I fixed the link. 5) At what time is the deadline on Oct 1st? 6) @5, it just says that review starts today, so I'd get them in ASAP 6) anyone heard anything? Website hits? Etc.? @6, I had a website hit about a week ago (10/5 or so?) but haven't heard anything yet... x15 7) I love how the counter on the last post is slowly ticking up as more and more people stop by 8) Has anyone heard of if their references have been contacted?",1
9/6/2020 0:23,Humboldt State University,California,Environmental Studies,9/30/2020,https://hraps.humboldt.edu/sites/default/files/vacancy_announcements/2122-01_environmentalstudies_vacancy_final.pdf,Asst Prof,Tenure Track,9/6/2020 0:28,,,FALSE,"Social Science focused (College of Arts, Humanities, and Social Sciences): ""We seek a candidate who views environmental questions through lenses of racial and/or social and environmental justice, has expertise in theories and practices of social  change, and experience with public, community-based, or activist learning and pedagogy.""",
9/5/2020 20:46,UNC Charlotte,North Carolina,Bioinformatics & Genomics,,https://jobs.uncc.edu/postings/32412,Asst Prof,Tenure Track,10/19/2020 13:27,"Candidates must include a paragraph about how their work relates to NUTRITION and HUMAN HEALTH (very broadly defined).  List coding languages and other techincal skills on your CV.   Goal is to hire computational biologist.  Greenhouse space is possible, wet lab space may be tight. 2) how is human health interpreted? i.e. is human pop gen or animal models of disease relevant?  3) Very very broadly.  It doesn't have to be the most direct but the words ""nutrition"" and ""human health"" need to be in the paragraph.  I'd suggest giving that section a title of ""Relevance to NCRC Mission"" or something.  Like if you have any detox gene, chemosensory gene, metabolic enzyme, microbiome anything, or phenotype that is even vaguely relevant to eating/nutrition mention it.  Plant genetics is a super easy spin. Or just say how genomics can be used to address health and wellness issues and those types of genes are often found in health screens.  If you submit any work to NIH I'm confident you can find a way to frame that paragraph so it will address that mission. Ask your advisors for help if you are having trouble finding a way to explain that fit. It doesn't have to be 100% of your research program so long as you make a case for relevance. 4) Unofficially, try to get materials in by Oct 1, but send them in even after that date.  Can't get a review deadline from the search chair.  5) anyone else having problems with their app site? It is incredibly slow to respond for me.  6) anyone know if this position is under review now?",3,FALSE,"Candidates must include a paragraph about how their work relates to NUTRITION and HUMAN HEALTH (very broadly defined).  List coding languages and other techincal skills on your CV.   Goal is to hire computational biologist.  Greenhouse space is possible, wet lab space may be tight. 2) how is human health interpreted? i.e. is human pop gen or animal models of disease relevant?  3) Very very broadly.  It doesn't have to be the most direct but the words ""nutrition"" and ""human health"" need to be in the paragraph.  I'd suggest giving that section a title of ""Relevance to NCRC Mission"" or something.  Like if you have any detox gene, chemosensory gene, metabolic enzyme, microbiome anything, or phenotype that is even vaguely relevant to eating/nutrition mention it.  Plant genetics is a super easy spin. Or just say how genomics can be used to address health and wellness issues and those types of genes are often found in health screens.  If you submit any work to NIH I'm confident you can find a way to frame that paragraph so it will address that mission. Ask your advisors for help if you are having trouble finding a way to explain that fit. It doesn't have to be 100% of your research program so long as you make a case for relevance. 4) Unofficially, try to get materials in by Oct 1, but send them in even after that date.  Can't get a review deadline from the search chair.  5) anyone else having problems with their app site? It is incredibly slow to respond for me.  6) anyone know if this position is under review now?",3
9/3/2020 21:10,Memphis Zoo,Tennessee,Urban Ecology,,https://jobsearcher.com/j/research-scientist-urban-ecology-at-memphis-zoo-in-memphis-tennessee-aPP1EPx,Research Scientist,Permanent Non-Academic,9/13/2020 20:54,"I already checked with them - cannot sponsor any type of visa, so if you're not authorised to work in the US, don't bother. But the job looks sweet ! 2) Spoke with hiring manager. Applications will be reviewed in earnest at the end of September 2020, hoping to interview in October.  3.) Not sure if he is still there, but 2 years ago I heard the zoo's director/CEO had an active sexual discrimination case against him from a previous research scientist 4) new CEO, but not sure if the culture has completely changed  ",,FALSE,"I already checked with them - cannot sponsor any type of visa, so if you're not authorised to work in the US, don't bother. But the job looks sweet ! 2) Spoke with hiring manager. Applications will be reviewed in earnest at the end of September 2020, hoping to interview in October.  3.) Not sure if he is still there, but 2 years ago I heard the zoo's director/CEO had an active sexual discrimination case against him from a previous research scientist 4) new CEO, but not sure if the culture has completely changed  ",
9/3/2020 11:26,"California State University, East Bay",California,Environmental Geochemistry,11/1/2020,https://careers.calstate.edu/detail.aspx?pid=80554,Asst Prof,Tenure Track,9/11/2020 18:54,"Environmental geoscientist with experience in geochemistry. Preference will be given to applicants with a focus area such as soil or water pollution and remediation, critical zone and near-surface weathering, or near-shore marine or atmospheric chemistry. 1) It seems the link is not working or the posting doesn't exist anymore (on 9/11). Does anyone have any details about this (position filled vs hiring freeze)? 2) Received email from chair of search committee the position has been cancelled due to budget reasons",,FALSE,"Environmental geoscientist with experience in geochemistry. Preference will be given to applicants with a focus area such as soil or water pollution and remediation, critical zone and near-surface weathering, or near-shore marine or atmospheric chemistry. 1) It seems the link is not working or the posting doesn't exist anymore (on 9/11). Does anyone have any details about this (position filled vs hiring freeze)? 2) Received email from chair of search committee the position has been cancelled due to budget reasons",
9/2/2020 10:44,University of Alabama at Birmingham School of Medicine,Alabama,Neuroscience,12/1/2020,https://uab.peopleadmin.com/postings/7418 ,Rank Open,Tenure Track,,,,FALSE,,
9/2/2020 10:09,The University of Texas at El Paso (UTEP),Texas,Landscape Ecology,,https://utep.interviewexchange.com/jobofferdetails.jsp;jsessionid=869211CB45080187FC65988DC388F3E5?JOBID=124669,Asst Prof,Tenure Track,10/23/2020 0:52,"preference for a researcher that works in extreme environments including, but not limited, to the Arctic and Chihuahuan Desert, particularly encourage individuals that use geospatial technologies and approaches. 1) Anyone knows why this position does not have a close date? Seems odd to evaluate applicants like that for a Faculty position. 2) Any updates? 3) I contacted the search chair; they plan to start reviewing ""early October"" is all I got. 4) Anyone contacted? 5) No x3 6) Zoom interview scheduled for week of 10/26 x3",11,FALSE,"preference for a researcher that works in extreme environments including, but not limited, to the Arctic and Chihuahuan Desert, particularly encourage individuals that use geospatial technologies and approaches. 1) Anyone knows why this position does not have a close date? Seems odd to evaluate applicants like that for a Faculty position. 2) Any updates? 3) I contacted the search chair; they plan to start reviewing ""early October"" is all I got. 4) Anyone contacted? 5) No x3 6) Zoom interview scheduled for week of 10/26 x3",11
8/31/2020 20:30,Clark University,Massachusetts,Evolutionary Biology,10/16/2020,https://clarku.interviewexchange.com/jobofferdetails.jsp?JOBID=124636,Asst Prof,Tenure Track,10/25/2020 19:26,"Any area of evolutionary biology. 1) Anyone knows what the teaching load at Clark is? 2) Base 2/2 3) Any inside knowledge about the department or the university? 4) I got a phone interview with them last season (didn't go further). It was one of these awkward ""we have to ask five questions that HR wants us to ask"" interviews. I hate those. They should go on skype or zoom at least if it has to be like that. 5) Any other experiences with the department? The phone thing may be an HR rule - not everyone wants to be (or have their house) on camera 5) @4 again here, the communication was very good and process (incl rejection) moved fast. I don't remember much from the interview because I had a ""unidentified viral lung infection"" (hem hem) then and felt super crap, but the questions were those you can find on the internet (why us, why now, what can you bring, what would you teach, how you see yourself in 5 years, this sort of thing). Not sure what it helped them to decide, I suspect with these kind of interviews they just ignore whatever is said and go with the CVs for the on campus interviews). Maybe my croaking put them off tho. 6) Looks like a pretty small bio department, but a number do seem to have at least some interest in eco/evo. 7) I interviewed there a few years ago and got good vibes from the department. It did seem like high expectations around both teaching and research (pitched as a liberal arts school with a grad research program). 8) Do they require letters with the application, or just arranging for three people to submit when asked? 9) Their system asks for three contacts but I can't tell if or when it actually requests the letters. Haven't clicked submit yet. 10) The URL gives an access denied warning, even over VPN- anyone else trying to access the site from outside the US getting this error? 11) @10 I am outside the US (Europe) and do not have this issue. 12) Is there a submission site for letters? Or are they automatically requested after the application is submitted? 13) I submitted my app yesterday but I just logged in and saw that the solicitations to my letter writers hadn't been sent. When I hover over the question mark next to ""status: not sent"", it says ""Awaiting employer action. You will be notified via e-mail once initiated."" Anyone have any ideas what this means? or what the timeline is? 14) I doubt they would require letters before the deadline and not provide an option to request them until after submission so, hopefully, they will be requested after the deadline. 15) I asked the chair (re: reference letters) and learned that ""For your initial application, it is sufficient to just list the contact details of the letter writers. The committee will reach out to them directly as needed at a later stage in the search."" 16) @15, thanks so much for checking! 17) Does anyone know if lodging the application on the 16th would ensure full consideration. According to the portal, the deadline is midnight of 16th EDT. thank in advance 18) It should be fine. If you try to apply now it says ""Sorry, this job posting has expired"", so the 16th should be perfectly ok.",36,FALSE,"Any area of evolutionary biology. 1) Anyone knows what the teaching load at Clark is? 2) Base 2/2 3) Any inside knowledge about the department or the university? 4) I got a phone interview with them last season (didn't go further). It was one of these awkward ""we have to ask five questions that HR wants us to ask"" interviews. I hate those. They should go on skype or zoom at least if it has to be like that. 5) Any other experiences with the department? The phone thing may be an HR rule - not everyone wants to be (or have their house) on camera 5) @4 again here, the communication was very good and process (incl rejection) moved fast. I don't remember much from the interview because I had a ""unidentified viral lung infection"" (hem hem) then and felt super crap, but the questions were those you can find on the internet (why us, why now, what can you bring, what would you teach, how you see yourself in 5 years, this sort of thing). Not sure what it helped them to decide, I suspect with these kind of interviews they just ignore whatever is said and go with the CVs for the on campus interviews). Maybe my croaking put them off tho. 6) Looks like a pretty small bio department, but a number do seem to have at least some interest in eco/evo. 7) I interviewed there a few years ago and got good vibes from the department. It did seem like high expectations around both teaching and research (pitched as a liberal arts school with a grad research program). 8) Do they require letters with the application, or just arranging for three people to submit when asked? 9) Their system asks for three contacts but I can't tell if or when it actually requests the letters. Haven't clicked submit yet. 10) The URL gives an access denied warning, even over VPN- anyone else trying to access the site from outside the US getting this error? 11) @10 I am outside the US (Europe) and do not have this issue. 12) Is there a submission site for letters? Or are they automatically requested after the application is submitted? 13) I submitted my app yesterday but I just logged in and saw that the solicitations to my letter writers hadn't been sent. When I hover over the question mark next to ""status: not sent"", it says ""Awaiting employer action. You will be notified via e-mail once initiated."" Anyone have any ideas what this means? or what the timeline is? 14) I doubt they would require letters before the deadline and not provide an option to request them until after submission so, hopefully, they will be requested after the deadline. 15) I asked the chair (re: reference letters) and learned that ""For your initial application, it is sufficient to just list the contact details of the letter writers. The committee will reach out to them directly as needed at a later stage in the search."" 16) @15, thanks so much for checking! 17) Does anyone know if lodging the application on the 16th would ensure full consideration. According to the portal, the deadline is midnight of 16th EDT. thank in advance 18) It should be fine. If you try to apply now it says ""Sorry, this job posting has expired"", so the 16th should be perfectly ok.",36
8/31/2020 19:53,"University of California, Berkeley",California,Earth and Planetary Science,10/11/2020,http://eps.berkeley.edu/news/assistant-professor-faculty-position,Asst Prof,Tenure Track,10/21/2020 13:55,"""Expected start date of July 1, 2021. We seek outstanding candidates from any area of Earth and planetary science."" 1) Does anyone know if they will consider applicants in ecosystem ecology and climate change? The description is so broad that I'd think they would, but I think it's unlikely based on the current research foci in the department.",2,FALSE,"""Expected start date of July 1, 2021. We seek outstanding candidates from any area of Earth and planetary science."" 1) Does anyone know if they will consider applicants in ecosystem ecology and climate change? The description is so broad that I'd think they would, but I think it's unlikely based on the current research foci in the department.",2
8/31/2020 19:50,Michigan State University,Michigan,Ecology/Evolutionary Biology,10/5/2020,https://careers.msu.edu/cw/en-us/job/503929/assistant-professortenure-system?source=IND,Asst Prof,Tenure Track,10/15/2020 18:21,"Based at Kellogg Biological Station. From Search Chair on twitter @JeffreyKConner (https://twitter.com/JeffreyKConner/status/1300799852301955072 ""Please RT, and DM or email me or the search committee (@SarahFitz, @nickmhaddad, @ChrisKlausmeier, @TaylerUlbrich, @PLZarnetske) with questions."" 2) Also, from the same Twitter thread: ""No hidden agenda here; our goal is to increase the diversity of our faculty and hire a young scientist who will create the future of the field. @KelloggBioStn and MSU have a strong history of supporting, mentoring, and promoting young faculty, including women."" ..... In the interest of keeping the Jobs Sheet on topic, I've moved discussion of this job listing to the General Discussion Tab. See ""Continuation of MSU / Kellogg Biological Station job discussion"" - AFP 3) If search committee is watching here: are recommendations lettters going to be requested up front and what is their due date? It isn't clear from the application portal what will be done with reference contact info. 4) Jeff Conner, SC chair here: the no hidden agenda comment in my poorly-worded tweet refers to the fact that we have no preferences for any subfields within ecology and evolution, and we hope to maximize the number applications we receive. As I think is clear in the job posting and consistent with MSU policy (thanks #12), we cannot and will not discriminate on the basis of any personal characteristic of applicants. Letters of recommendation will be requested only for a short list of candidates chosen based on their application materials. Super happy to answer any questions at connerj@msu.edu 5) Thanks for chiming in, Jeff! 6) Seems that the target is a woman. Nothing wrong with that but they ""promote young faculty, including women"".  7) SC member here. @6 As Jeff mentioned, we do not have any targets based on gender or any other personal characteristics. If you work in EEB and could take advantage of our setting (a landscape of natural and managed terrestrial and aquatic ecosystems, including an LTER site), please apply and you will receive full consideration. 8) Any updates here?  9) @8: SC member here. We received 238 applications as of 10/15 and are narrowing the pool to a ""medium list"" who we will ask for letters. This might take us a few weeks, so stay tuned.",42,FALSE,"Based at Kellogg Biological Station. From Search Chair on twitter @JeffreyKConner (https://twitter.com/JeffreyKConner/status/1300799852301955072 ""Please RT, and DM or email me or the search committee (@SarahFitz, @nickmhaddad, @ChrisKlausmeier, @TaylerUlbrich, @PLZarnetske) with questions."" 2) Also, from the same Twitter thread: ""No hidden agenda here; our goal is to increase the diversity of our faculty and hire a young scientist who will create the future of the field. @KelloggBioStn and MSU have a strong history of supporting, mentoring, and promoting young faculty, including women."" ..... In the interest of keeping the Jobs Sheet on topic, I've moved discussion of this job listing to the General Discussion Tab. See ""Continuation of MSU / Kellogg Biological Station job discussion"" - AFP 3) If search committee is watching here: are recommendations lettters going to be requested up front and what is their due date? It isn't clear from the application portal what will be done with reference contact info. 4) Jeff Conner, SC chair here: the no hidden agenda comment in my poorly-worded tweet refers to the fact that we have no preferences for any subfields within ecology and evolution, and we hope to maximize the number applications we receive. As I think is clear in the job posting and consistent with MSU policy (thanks #12), we cannot and will not discriminate on the basis of any personal characteristic of applicants. Letters of recommendation will be requested only for a short list of candidates chosen based on their application materials. Super happy to answer any questions at connerj@msu.edu 5) Thanks for chiming in, Jeff! 6) Seems that the target is a woman. Nothing wrong with that but they ""promote young faculty, including women"".  7) SC member here. @6 As Jeff mentioned, we do not have any targets based on gender or any other personal characteristics. If you work in EEB and could take advantage of our setting (a landscape of natural and managed terrestrial and aquatic ecosystems, including an LTER site), please apply and you will receive full consideration. 8) Any updates here?  9) @8: SC member here. We received 238 applications as of 10/15 and are narrowing the pool to a ""medium list"" who we will ask for letters. This might take us a few weeks, so stay tuned.",42
8/30/2020 13:28,University of Copenhagen,Denmark,Landscape Ecology & Management,9/17/2020,https://euraxess.ec.europa.eu/jobs/553991,Assoc Prof,Tenure Track,8/31/2020 8:44,"""Focus on the ecological and social base for policy making and management of agricultural landscapes.""",,FALSE,"""Focus on the ecological and social base for policy making and management of agricultural landscapes.""",
8/30/2020 13:26,University of Amsterdam,Netherlands,Cognitive Behavioural Ecology,9/7/2020,https://evol.mcmaster.ca/~brian/evoldir/Jobs/UAmsterdam.EvolutionBehaviour,Asst Prof,Tenure Track,9/13/2020 23:50, ,1,FALSE, ,1
8/28/2020 11:10,Christian Albrechts University Kiel & GEOMAR Helmholtz Centre for Ocean Research Kiel,Germany,Marine Evolutionary Genomics,9/24/2020,https://www.geomar.de/en/karriere/job-single-en/junior-professorship-w1-in-marine-evolutionary-genomics,Junior (Asst) Professor,Fixed Term,10/22/2020 11:06,"""for a period of 3 years and can be extended for another 3 years upon successful evaluation"" 1) Is this really a TT position? What happens after year 6? Evaluation for tenure? This is not TT. 2) German here; if it says not TT, then after 6 yrs you need to get a permanent one (somewhere else) unless the admins are in your favor..  AP) Unless someone with direct knowledge of this position weighs in saying it is TT, I'm changing it to Fixed Term. 3) I know they said the selection process is going to take time.... but any news? 4) One website hit for me this week, but that's it so far 5) Zoom interviews scheduled for mid-november x2",5,FALSE,"""for a period of 3 years and can be extended for another 3 years upon successful evaluation"" 1) Is this really a TT position? What happens after year 6? Evaluation for tenure? This is not TT. 2) German here; if it says not TT, then after 6 yrs you need to get a permanent one (somewhere else) unless the admins are in your favor..  AP) Unless someone with direct knowledge of this position weighs in saying it is TT, I'm changing it to Fixed Term. 3) I know they said the selection process is going to take time.... but any news? 4) One website hit for me this week, but that's it so far 5) Zoom interviews scheduled for mid-november x2",5
8/27/2020 13:32,Duke Kunshan University,China,"Environmental Science, Ecology, Evolution",10/15/2020,https://academicjobsonline.org/ajo/jobs/16722,Rank Open,,8/27/2020 15:15,"""This call is open with regard to rank including tenured, tenure track and non-tenure track positions. Mid-career and senior faculty are especially encouraged to apply.""",2,FALSE,"""This call is open with regard to rank including tenured, tenure track and non-tenure track positions. Mid-career and senior faculty are especially encouraged to apply.""",2
8/26/2020 15:47,Utah State University,Utah,"Plant Ecology, Evolution, Systematics",9/30/2020,https://careers-usu.icims.com/jobs/2897/plant-ecology%2c-evolution-and-systematics---assistant-or-associate-professor.-director-of-intermountain-herbarium/job?iis=Social+Networks&iieid=pt1598454269379a8f59&mobile=false&width=1200&height=500&bga=true&needsRedirect=false&jan1offset=-420&jun1offset=-360,Asst / Assoc Prof,Tenure Track,10/6/2020 12:57,"""The service role includes an administrative role as the Director of the Intermountain Herbarium."" 1) The description states that references will be contacted upon submission for letters, but my references say they have not been contacted is this the case for anyone else? 2) 1 again, the search chair said that HR has a high volume of applications and the delay is normal, just for anyone else with the same question 3) Letters were solicited from my references on 10/2 but then today (10/6) I received an email saying the search is being put on hold: ""We are emailing to notify you that the Plant Ecology, Evolution, and Systematics - Assistant or Associate Professor-Director of Intermountain Herbarium position that you applied for at Utah State University has been placed on hold.  It is unknown at this time when the position will be filled, but you will be notified when the search resumes."" x3",4,FALSE,"""The service role includes an administrative role as the Director of the Intermountain Herbarium."" 1) The description states that references will be contacted upon submission for letters, but my references say they have not been contacted is this the case for anyone else? 2) 1 again, the search chair said that HR has a high volume of applications and the delay is normal, just for anyone else with the same question 3) Letters were solicited from my references on 10/2 but then today (10/6) I received an email saying the search is being put on hold: ""We are emailing to notify you that the Plant Ecology, Evolution, and Systematics - Assistant or Associate Professor-Director of Intermountain Herbarium position that you applied for at Utah State University has been placed on hold.  It is unknown at this time when the position will be filled, but you will be notified when the search resumes."" x3",4
8/26/2020 15:44,Yale NUS College,Singapore,Organismal Biology,9/15/2020,https://academicjobsonline.org/ajo/jobs/16685,Rank Open,Tenure Track,9/30/2020 11:49,"""Preferred fields of specialisation are Organismal Biology, including zoology, botany, evolution, ecology, molecular systematics, population genetics, and comparative physiology."" 1) Does anyone have any idea what this would be like for a young family? e.g., any insight on whether the compensation would be enough to actually live there? 2) @1 Salary should be enough for a comfortable modest lifestyle, especially since they often throw in subsidized housing in the package. I anticipate difficulty would be if your kids are school-age, the SG public school system can be difficult to navigate and private/international schools are expensive. 1) again - thanks @2! 3) I heard it can be a purty toxic work environment, ridiculous expectations and work-life balance. besides research seems to be optional here (https://www.timeshighereducation.com/opinion/should-research-really-be-part-job-description-liberal-arts-colleges)",3,FALSE,"""Preferred fields of specialisation are Organismal Biology, including zoology, botany, evolution, ecology, molecular systematics, population genetics, and comparative physiology."" 1) Does anyone have any idea what this would be like for a young family? e.g., any insight on whether the compensation would be enough to actually live there? 2) @1 Salary should be enough for a comfortable modest lifestyle, especially since they often throw in subsidized housing in the package. I anticipate difficulty would be if your kids are school-age, the SG public school system can be difficult to navigate and private/international schools are expensive. 1) again - thanks @2! 3) I heard it can be a purty toxic work environment, ridiculous expectations and work-life balance. besides research seems to be optional here (https://www.timeshighereducation.com/opinion/should-research-really-be-part-job-description-liberal-arts-colleges)",3
