,Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied",insti_ranking
56,2/9/2020 14:24,University of Helsinki,Finland,Forest soil science,3/16/2020,https://euraxess.ec.europa.eu/jobs/487353,Rank Open,Tenure Track,,,,FALSE,,,NA
57,2/9/2020 14:23,University of Helsinki,Finland,Agricultural entomology,3/16/2020,https://euraxess.ec.europa.eu/jobs/487357,Rank Open,Tenure Track,2/9/2020 14:25,,,FALSE,,,NA
58,2/9/2020 14:22,University of Helsinki,Finland,Agroecology,3/16/2020,https://euraxess.ec.europa.eu/jobs/487358,Rank Open,Tenure Track,,,,FALSE,,,NA
474,10/6/2019 13:13,University of Helsinki,Finland,Forest genomics and breeding,11/14/2019,https://www.nature.com/naturecareers/job/professor-or-assistant-associate-professor-in-forest-genomics-and-breeding-university-of-helsinki-707521,Rank Open,Tenure Track,11/13/2019 8:37,Deadline extended,2,FALSE,Deadline extended,2,NA
475,10/6/2019 13:12,University of Helsinki,Finland,Translational plant science,11/14/2019,https://www.nature.com/naturecareers/job/professor-or-assistant-associate-professor-in-translational-plant-science-university-of-helsinki-707517,Rank Open,Tenure Track,2/17/2020 14:21,"Deadline extended 2) Shortlist, important publications requested",1,FALSE,"Deadline extended 2) Shortlist, important publications requested",1,NA
476,10/6/2019 13:11,University of Helsinki,Finland,Genomics-based plant sciences,10/31/2019,https://www.nature.com/naturecareers/job/professor-or-assistant-associate-professor-in-geneticsbased-plant-sciences-university-of-helsinki-707515,Rank Open,Tenure Track,2/17/2020 14:21,"1) Any news about this one? 2) 2) Shortlist, important publications requested",3,FALSE,"1) Any news about this one? 2) 2) Shortlist, important publications requested",3,NA
477,10/6/2019 13:11,University of Helsinki,Finland,Ecological and Evolutionary Dynamics,10/31/2019,https://www.nature.com/naturecareers/job/professor-or-assistant-associate-professor-in-ecological-and-evolutionary-dynamics-rank-open-university-of-helsinki-707503,Rank Open,Tenure Track,2/20/2020 8:00,"Requires a report (max. 5 pages) on pedagogical expertise and a report (max. 5 pages) on research activities (scientific communities, funding, international scholarly work) in addtion to CV, pubs list, and research statement (max 2 pages) 2) any news? 3) 12/20 got an email that the evaluation committee will meet for the first time on Jan 17th. 4) any news of a shortlist for this one? 5) It seems a shortlist has been made, and those who made the list have been informed. ",1,FALSE,"Requires a report (max. 5 pages) on pedagogical expertise and a report (max. 5 pages) on research activities (scientific communities, funding, international scholarly work) in addtion to CV, pubs list, and research statement (max 2 pages) 2) any news? 3) 12/20 got an email that the evaluation committee will meet for the first time on Jan 17th. 4) any news of a shortlist for this one? 5) It seems a shortlist has been made, and those who made the list have been informed. ",1,NA
478,10/6/2019 13:09,University of Helsinki,Finland,Ecological Data Sciences,10/31/2019,https://www.nature.com/naturecareers/job/professor-or-assistant-associate-professor-in-ecological-data-sciences-university-of-helsinki-707519,Rank Open,Tenure Track,12/15/2019 18:56,1) Any news (12/15)?,,FALSE,1) Any news (12/15)?,,NA
700,8/22/2019 21:00,University of Helsinki,Finland,Plant Biology,9/15/2019,https://www.helsinki.fi/fi/avoimet-tyopaikat/professor-or-assistant-professorassociate-professor-in-plant-biology-rank-open,Asst / Assoc Prof,Tenure Track,11/27/2019 17:39,"""We are looking for candidates who will complement the research profile in Organismal and Evolutionary Biology research programme with new insights into plant biology (e.g. ecological / evolutionary / molecular plant biology)."" 1) Any updates on this search? 2) No updates yet 11/02. 3) Got email on 11/26 that they selected 20 candidates to continue the search (and I wasn't one of them) x2",2,FALSE,"""We are looking for candidates who will complement the research profile in Organismal and Evolutionary Biology research programme with new insights into plant biology (e.g. ecological / evolutionary / molecular plant biology)."" 1) Any updates on this search? 2) No updates yet 11/02. 3) Got email on 11/26 that they selected 20 candidates to continue the search (and I wasn't one of them) x2",2,NA
841,7/3/2019 16:26,University of Helsinki,Finland,Environmental Risk Analysis,9/15/2019,https://academicpositions.com/ad/university-of-helsinki/2019/professor-or-assistant-professor-associate-professor-in-environmental-risk-analysis-rank-open/131281,Rank Open,Tenure Track,,,,FALSE,,,NA
842,7/3/2019 16:25,University of Helsinki,Finland,Plant Biology,9/15/2019,https://academicpositions.com/ad/university-of-helsinki/2019/professor-or-assistant-professor-associate-professor-in-plant-biology-rank-open/131286,Instructor,Tenure Track,2/17/2020 14:19,1)Did people here apply? Any updates? 2) Skype interviews,2,FALSE,1)Did people here apply? Any updates? 2) Skype interviews,2,NA
578,9/17/2019 14:13,Emporia State University,Kansas,Biology Science Education,10/10/2019,https://www.emporia.edu/humres/jobs/unclassified/20/020/assistant-professor/,Asst Prof,Tenure Track,12/19/2019 16:33,"""Three References (no actual letters, just names and email addresses)"" 👍x3 2) does this mean they request automatically or wait and do it for selection of candidates? 3) Any updates? 4) Nothing here x9 5) Email on 11/1 asking me to ask my references to send letters x13 6) @5 Thank you for the update all the best to all of you 7) Has anyone been invited for interview? 8) Had letters requested but nothing since -- the LOR deadline was only last Friday (11/15) though 9) Zoom interview request (11/21) x6 10) any news post-zoom interview? 11) nothing here x7 (12/19) 12) During the interview they said that on-sites would be invited at some point in mid-December...",1,FALSE,"""Three References (no actual letters, just names and email addresses)"" 👍x3 2) does this mean they request automatically or wait and do it for selection of candidates? 3) Any updates? 4) Nothing here x9 5) Email on 11/1 asking me to ask my references to send letters x13 6) @5 Thank you for the update all the best to all of you 7) Has anyone been invited for interview? 8) Had letters requested but nothing since -- the LOR deadline was only last Friday (11/15) though 9) Zoom interview request (11/21) x6 10) any news post-zoom interview? 11) nothing here x7 (12/19) 12) During the interview they said that on-sites would be invited at some point in mid-December...",1,Other
845,7/3/2019 16:17,University of Helsinki,Finland,Arctic Ecosystem Research,9/15/2019,https://academicpositions.com/ad/university-of-helsinki/2019/professor-or-assistant-professor-associate-professor-in-arctic-ecosystem-research-rank-open/131287,Rank Open,Tenure Track,,,1,FALSE,,1,NA
846,7/3/2019 16:16,University of Helsinki,Finland,Coastal Ecology,9/15/2019,https://academicpositions.com/ad/university-of-helsinki/2019/professor-or-associate-professor-in-coastal-ecology-rank-open/131280,Rank Open,Tenure Track,11/20/2019 16:03,"Looking for a ""mid-career"" applicant (2) Rejection email today 20/11/19",3,FALSE,"Looking for a ""mid-career"" applicant (2) Rejection email today 20/11/19",3,NA
83,1/30/2020 12:40,University of Hong Kong,Asia (Other),Quantitative Analysis in Environmental Sciences,3/16/2020,https://www.timeshighereducation.com/unijobs/listing/194334/tenure-track-associate-assistant-professor-in-quantitative-analysis-in-environmental-sciences/,Asst / Assoc Prof,Tenure Track,,,,FALSE,,,NA
408,10/18/2019 21:43,University of Illinois,Illinois,Human-Wildlife Interactions,10/21/2019,https://jobs.illinois.edu/academic-job-board/job-details?jobID=121753&job=college-of-agricultural-consumer-and-environmental-sciences-assistant-professor-in-human-wildlife-interactions-natural-resources-and-environmental-sciences-121753,Asst Prof,Tenure Track,2/12/2020 22:08,"""We are particularly interested in candidates who address one or more of the following topics: human-wildlife interactions including conflict and coexistence, wildlife damage management, urban wildlife ecology, wildlife management in agricultural landscapes, zoonotic diseases, human dimension of wildlife, citizen science research and extension, and stakeholder engagement and collaboration."" 2.) Are the letter requests automatic? Nevermind, read it closer, yes, they are automatic. 3) I can't tell from this ad whether they want a social scientist that dabbles in ecology or an ecologist who dabbles in social science. 4) Letters requested 10/22, unsure if automatic X2 5.) @4 They are automatic. 5.) Has anyone heard anything? x5 11/15 6) Nothing at all 11/19 x5 7) Still nothing 11/29? x4 8.) Still nothing 12/7 x4 9.) Nothing 12/14 x4 10.) Anyone heard anything on what's the delay? Or if no one on here got it? 11.) Nothing 1/3/2020. x3 12) still nothing 1/13 x6 13.) Did this one get cancelled? I suppose interviewees may not be on this wiki. 14.) Just found out they've held interviews, so just looks like people on the wiki weren't selected (myself included)",6,FALSE,"""We are particularly interested in candidates who address one or more of the following topics: human-wildlife interactions including conflict and coexistence, wildlife damage management, urban wildlife ecology, wildlife management in agricultural landscapes, zoonotic diseases, human dimension of wildlife, citizen science research and extension, and stakeholder engagement and collaboration."" 2.) Are the letter requests automatic? Nevermind, read it closer, yes, they are automatic. 3) I can't tell from this ad whether they want a social scientist that dabbles in ecology or an ecologist who dabbles in social science. 4) Letters requested 10/22, unsure if automatic X2 5.) @4 They are automatic. 5.) Has anyone heard anything? x5 11/15 6) Nothing at all 11/19 x5 7) Still nothing 11/29? x4 8.) Still nothing 12/7 x4 9.) Nothing 12/14 x4 10.) Anyone heard anything on what's the delay? Or if no one on here got it? 11.) Nothing 1/3/2020. x3 12) still nothing 1/13 x6 13.) Did this one get cancelled? I suppose interviewees may not be on this wiki. 14.) Just found out they've held interviews, so just looks like people on the wiki weren't selected (myself included)",6,NA
583,9/15/2019 22:36,Carroll College,Montana,Genetics,10/25/2019,https://chroniclevitae.com/jobs/0000504031-01,Asst Prof,Tenure Track,12/4/2019 19:28,Applicants with a specialization in Evo/Devo are especially encouraged to apply. 1) Does anyone know about teaching load an research resources here? 2) phone interview invite rec. 11/18 x3 invitation states that salary is $47K and teaching load is 5/4 3) Campus invites sent 12/1,2,FALSE,Applicants with a specialization in Evo/Devo are especially encouraged to apply. 1) Does anyone know about teaching load an research resources here? 2) phone interview invite rec. 11/18 x3 invitation states that salary is $47K and teaching load is 5/4 3) Campus invites sent 12/1,2,Other
342,10/31/2019 7:03,University of Illinois at Chicago ,Illinois,Computational Biology,1/6/2020,https://jobs.uic.edu/job-board/job-details?jobID=123429,Asst Prof,Tenure Track,2/22/2020 1:23,"1) Letters requested 1/27 x9 2) @1 how did you know that is letter request, as i got am email a couple of days ago just asking me for contact info. of 3 refs. 3) One of my refs told me. 4) Funny that 9 people on here applied and 9 people had letters requested. Maybe they're requesting them for everybody and not necessarily indicative we made the short list 5) Not everyone increments the # applied 6) just got my letters requested today, weird (2/12).7) any updates?",9,FALSE,"1) Letters requested 1/27 x9 2) @1 how did you know that is letter request, as i got am email a couple of days ago just asking me for contact info. of 3 refs. 3) One of my refs told me. 4) Funny that 9 people on here applied and 9 people had letters requested. Maybe they're requesting them for everybody and not necessarily indicative we made the short list 5) Not everyone increments the # applied 6) just got my letters requested today, weird (2/12).7) any updates?",9,NA
404,10/21/2019 5:10,University of Illinois Urbana-Champaign,Illinois,"Microbial Systems (6 positions)	",11/15/2019,https://jobs.illinois.edu/academic-job-board/job-details?jobID=122477,Asst Prof,Tenure Track,2/3/2020 18:09,"1) 6 applied, 6 jobs == I like these numbers! :) 2) 8 applied, less good now :( But also, the ad does say ""hiring six or more tenure-track faculty."" Microbe jobs for everyone! Also, conversations with my letter writers have indicated that applications seem to be being passed between the various search committees involved 3) any news? 4) none here x4 5) Invitation for skype interview 12/9 x2 6) for those invited, which of the 6 positions did you get the interview for? 5) the LAS search in MIcrobiology 6) So... two people were invited to Skype for 6 positions? Any other news? 7) how may of the positions did people who frequent here actually fit? 8) SC member told me that some of the searches are doing virtual interviews, and others are going straight to campus interviews. The search committees are coordinating regarding who they would like to invite. I suspect invitations will go out soon. 9) Invited to campus interview for Animal Sciences position (12/19) 10) Any news on the data science position? 11) Has anyone heard about the data science position? 12) Have emailed about the data science position but no reply 13) It looks like they posted the invited speakers online (look for seminar schedule) in case people are interested in who they invited. This may only be for the microbiology department, though it is hard to tell who is interviewing for what position with such a broad range of seminar topics 14) Not for the data science position(?)",9,FALSE,"1) 6 applied, 6 jobs == I like these numbers! :) 2) 8 applied, less good now :( But also, the ad does say ""hiring six or more tenure-track faculty."" Microbe jobs for everyone! Also, conversations with my letter writers have indicated that applications seem to be being passed between the various search committees involved 3) any news? 4) none here x4 5) Invitation for skype interview 12/9 x2 6) for those invited, which of the 6 positions did you get the interview for? 5) the LAS search in MIcrobiology 6) So... two people were invited to Skype for 6 positions? Any other news? 7) how may of the positions did people who frequent here actually fit? 8) SC member told me that some of the searches are doing virtual interviews, and others are going straight to campus interviews. The search committees are coordinating regarding who they would like to invite. I suspect invitations will go out soon. 9) Invited to campus interview for Animal Sciences position (12/19) 10) Any news on the data science position? 11) Has anyone heard about the data science position? 12) Have emailed about the data science position but no reply 13) It looks like they posted the invited speakers online (look for seminar schedule) in case people are interested in who they invited. This may only be for the microbiology department, though it is hard to tell who is interviewing for what position with such a broad range of seminar topics 14) Not for the data science position(?)",9,NA
176,12/14/2019 16:51,University of Innsbruck,Austria,Botany,1/2/2020,https://euraxess.ec.europa.eu/jobs/472078,Senior Scientist,Tenure Track,,,,FALSE,,,NA
797,7/14/2019 13:43,University of Innsbruck,Austria,Plant Adaptation,7/31/2019,https://euraxess.ec.europa.eu/jobs/425672?fbclid=IwAR3Hv3kUyhh1rqwgQ4o8Bxmf2KwwPmfqbpHQRCPkvKjJsWXW67TJ2c43wtI,Asst Prof,Tenure Track,,,,FALSE,,,NA
447,10/11/2019 20:03,University of Jyväskylä,Finland,Biological and Environmental Science (up to 5 positions),11/22/2019,https://rekry.saima.fi/certiahome/open_job_view.html?did=5600&jc=12&id=00007914,Asst / Assoc Prof,Tenure Track,2/18/2020 1:07,"""Primarily, we seek candidates, whose field of research is related to and complements current research at the Department in evolutionary biology and ecology (plant, animal or microbial) or in natural resources and environmental research. In each of these focal areas, top experts are sought to advance the fields using either empirical or theoretical (e.g. modeling of biological systems, biostatistics, biological mathematics and bioinformatics) approaches."" 2) I was asked for my ORCID # from someone in HR. x2 3) They request a short 2-4 pages document that includes (!!!):  a) description of the applicant’s academic research b)Scientific merits and research leadership merits, c) including a clarification on received external funding and responsibilities in externally funded research projects d)The description should include a plan for research and e) teaching plan, as well as f) academic and social engagement that the applicant will bring to the department. ALL in the same 2-4pg document??!! 4)Yerp 5) Any updates? 6) No, they are very open, so they will communicate results to all applicants at the same time 7) refererences have been contacted/requested already? 8) anyone heard anything?  I have not heard a thing since the Dec 21 email let let us know there are 162 applications. 9) rejection email received. They have a short-list but they are still working through it. X3 10) Information on choice for evaluation sent to applicants @10) - Do you mean you have received a list of shortlisted names?",7,FALSE,"""Primarily, we seek candidates, whose field of research is related to and complements current research at the Department in evolutionary biology and ecology (plant, animal or microbial) or in natural resources and environmental research. In each of these focal areas, top experts are sought to advance the fields using either empirical or theoretical (e.g. modeling of biological systems, biostatistics, biological mathematics and bioinformatics) approaches."" 2) I was asked for my ORCID # from someone in HR. x2 3) They request a short 2-4 pages document that includes (!!!):  a) description of the applicant’s academic research b)Scientific merits and research leadership merits, c) including a clarification on received external funding and responsibilities in externally funded research projects d)The description should include a plan for research and e) teaching plan, as well as f) academic and social engagement that the applicant will bring to the department. ALL in the same 2-4pg document??!! 4)Yerp 5) Any updates? 6) No, they are very open, so they will communicate results to all applicants at the same time 7) refererences have been contacted/requested already? 8) anyone heard anything?  I have not heard a thing since the Dec 21 email let let us know there are 162 applications. 9) rejection email received. They have a short-list but they are still working through it. X3 10) Information on choice for evaluation sent to applicants @10) - Do you mean you have received a list of shortlisted names?",7,NA
715,8/15/2019 14:10,University of Leeds,United Kingdom,Ecology and global change,9/11/2019,https://euraxess.ec.europa.eu/jobs/437088,Lecturer,Tenure Track,,,2,FALSE,,2,NA
590,9/14/2019 3:27,Eckerd College,Florida,Genetics/Cell Biology,10/11/2019,https://chroniclevitae.com/jobs/0000498404-01,Asst Prof,Tenure Track,1/13/2020 23:45,Phone interview invite 10/20/19 x2 2) On-campus invite 12/19,3,FALSE,Phone interview invite 10/20/19 x2 2) On-campus invite 12/19,3,Other
623,9/6/2019 21:32,University of Lethbridge,Canada,Biological Sciences,9/30/2019,https://www.academicwork.ca/jobs/biological-sciences-instructor-university-of-lethbridge,Instructor,Tenure Track,11/26/2019 4:41,"""Continuing (probationary) appointment beginning as early as January 2020...A strong background in one or more of the following: organismal biology, ecology, and evolutionary biology. Expertise in experimental design and biostatistics, and previous experience in lab instruction is required."" 1) In person interview requested for Nov 11",1,FALSE,"""Continuing (probationary) appointment beginning as early as January 2020...A strong background in one or more of the following: organismal biology, ecology, and evolutionary biology. Expertise in experimental design and biostatistics, and previous experience in lab instruction is required."" 1) In person interview requested for Nov 11",1,NA
125,1/7/2020 17:04,University of Lincoln,United Kingdom,Biogeography / Spatial Ecology,2/9/2020,https://www.jobs.ac.uk/job/BXV088/lecturer-senior-lecturer-biogeography-spatial-ecology,Lecturer / Senior Lecturer,Tenure Track,,,,FALSE,,,NA
247,11/23/2019 18:13,University of Lincoln,United Kingdom,Animal Behaviour & Welfare,12/17/2019,https://jobs.lincoln.ac.uk/vacancy.aspx?ref=COS672A,Senior Lecturer,Tenure Track,11/23/2019 18:14,"This job was previously posted below with a closing date in August and interview date in September. It seems that search didn't work out, so I decided to repost again as a new job.",,FALSE,"This job was previously posted below with a closing date in August and interview date in September. It seems that search didn't work out, so I decided to repost again as a new job.",,NA
811,7/11/2019 23:04,University of Lincoln,United Kingdom,Animal Behaviour & Welfare,8/8/2019,https://jobs.lincoln.ac.uk/vacancy.aspx?ref=COS672,Lecturer / Senior Lecturer,Tenure Track,11/23/2019 18:15,"Job posting reopened in November, see https://jobs.lincoln.ac.uk/vacancy.aspx?ref=COS672A",,FALSE,"Job posting reopened in November, see https://jobs.lincoln.ac.uk/vacancy.aspx?ref=COS672A",,NA
203,12/7/2019 21:16,University of Liverpool,United Kingdom,Evolutionary and Ecological Genomics,1/19/2020,https://www.jobs.ac.uk/job/BWU629/lecturer-senior-lecturer-reader-professor-in-evolutionary-and-ecological-genomics,Rank Open,Tenure Track,2/14/2020 18:41,any news? Nothing yet 8/2/2020... x2 2) Rejection email 14/2 *3,5,FALSE,any news? Nothing yet 8/2/2020... x2 2) Rejection email 14/2 *3,5,NA
596,9/13/2019 18:49,Northern Michigan University,Michigan,Environmental Science,11/1/2019,https://employme.nmu.edu/applicants/Central?quickFind=52226   ,Asst Prof,Tenure Track,12/17/2019 17:31,GIS as focus 1) Any updates?,1,FALSE,GIS as focus 1) Any updates?,1,Other
85,1/30/2020 12:35,University of Mainz,Germany,Evolutionary Life Sciences,3/26/2020,http://evol.mcmaster.ca/~brian/evoldir/Jobs/UMainz.EvolutionaryPlantSciences,Full Prof,Tenure Track,1/30/2020 15:31,Evolutionary Plant Sciences,,FALSE,Evolutionary Plant Sciences,,NA
346,10/30/2019 14:59,University of Maryland,Maryland,Arthropod Vectors of Disease,12/1/2019,https://ejobs.umd.edu/postings/74185,Asst Prof,Tenure Track,10/30/2019 16:25,"Note: Review date is for ""best consideration."" This is joint hire between the University of Maryland Department of Entomology and the Institute for Bioscience & Biotechnology Research (IBBR).  2) applicant is exptected to ""oversee the University of Maryland Insect Transformation Facility"", just FYI",,FALSE,"Note: Review date is for ""best consideration."" This is joint hire between the University of Maryland Department of Entomology and the Institute for Bioscience & Biotechnology Research (IBBR).  2) applicant is exptected to ""oversee the University of Maryland Insect Transformation Facility"", just FYI",,NA
599,9/13/2019 5:07,Sarah Lawrence College,New York,Environmental Science,11/1/2019,https://slc.peopleadmin.com/postings/1296,Rank Open,Tenure Track,12/26/2019 23:09,"Preference will be given to candidates with expertise in environmental modeling, statistical analysis, ecoinformatics, or other quantitative aspects of environmental science. (1) Rank here says ""Assistant Professor"" but rank on job description says ""Professor."" Has anyone checked with the college to see if candidates entering at the rank of assistant or associate will be considered? (2) I hadn't noticed that so I haven't asked, but it does seem like every non-guest faculty ad they have up also says ""Professor,"" so it's possible that they only hire professors as a rule, but that seems to me like it would be odd and maybe instead they just don't distinguish. It also says ""tenure-track"" in the ad. But I'm sure it can't hurt to check, cause I agree that that's confusing (3) I just called and they said it's tenure-track and any rank is fine (4) @3, Thank you for calling and sharing the news with all of us! 5) Phone interview requested 11/20 x5 6) :( this seemed like a really unique teaching job 7) campus interview requested 11/27 8) Position filled 12/26",7,FALSE,"Preference will be given to candidates with expertise in environmental modeling, statistical analysis, ecoinformatics, or other quantitative aspects of environmental science. (1) Rank here says ""Assistant Professor"" but rank on job description says ""Professor."" Has anyone checked with the college to see if candidates entering at the rank of assistant or associate will be considered? (2) I hadn't noticed that so I haven't asked, but it does seem like every non-guest faculty ad they have up also says ""Professor,"" so it's possible that they only hire professors as a rule, but that seems to me like it would be odd and maybe instead they just don't distinguish. It also says ""tenure-track"" in the ad. But I'm sure it can't hurt to check, cause I agree that that's confusing (3) I just called and they said it's tenure-track and any rank is fine (4) @3, Thank you for calling and sharing the news with all of us! 5) Phone interview requested 11/20 x5 6) :( this seemed like a really unique teaching job 7) campus interview requested 11/27 8) Position filled 12/26",7,Other
347,10/30/2019 14:58,University of Maryland,Maryland,Risk Assessment & Environmental Protection,11/15/2019,https://ejobs.umd.edu/postings/73515,Asst Prof,Tenure Track,10/30/2019 15:02,"Note: Review date is for ""best consideration."" Exceptional candidates at the Associate or Full Professor levels will also be consdered. We seek candidates doing outstanding work in the area of pesticide safety, including traditional, organic, and genetically engineered pest controls, their environmental impacts, regulatory issues, human health effects, or related topics. The appointee will be expected to build a nationally prominent, robustly funded research program, teach, and develop a strong extension program. The successful candidate will also serve as the State of Maryland’s Pesticide Safety Education Coordinator.",1,FALSE,"Note: Review date is for ""best consideration."" Exceptional candidates at the Associate or Full Professor levels will also be consdered. We seek candidates doing outstanding work in the area of pesticide safety, including traditional, organic, and genetically engineered pest controls, their environmental impacts, regulatory issues, human health effects, or related topics. The appointee will be expected to build a nationally prominent, robustly funded research program, teach, and develop a strong extension program. The successful candidate will also serve as the State of Maryland’s Pesticide Safety Education Coordinator.",1,NA
601,9/12/2019 15:31,Bentley University,Massachusetts,Bioinformatics,11/1/2019,https://chroniclevitae.com/jobs/0000503192-01,Asst Prof,Tenure Track,2/14/2020 11:00,"no offer made, possible re-opening in fall ",1,FALSE,"no offer made, possible re-opening in fall ",1,Other
602,9/12/2019 15:29,Lander University,South Carolina,Physiology,,https://chroniclevitae.com/jobs/0000503146-01,Asst Prof,Tenure Track,,,,FALSE,,,Other
603,9/12/2019 15:12,Whittier College,California,Genetics,10/15/2019,https://www.whittier.edu/humanresources/faculty#Assistant%20Professor%20of%20Biology,Asst Prof,Tenure Track,1/30/2020 21:39,Note that this is a separate position from the Environmental science one a few lines down. NOTE: Link broken 1) phone interview 11/12 2) further progress on search postponed until january 3) rejection email,3,FALSE,Note that this is a separate position from the Environmental science one a few lines down. NOTE: Link broken 1) phone interview 11/12 2) further progress on search postponed until january 3) rejection email,3,Other
860,7/2/2019 15:45,University of Maryland Center for Environmental Science - Appalachian Lab,Maryland,Conservation / Landscape Genomics,8/26/2019,https://umces.peopleadmin.com/postings/1293,Asst Prof,Tenure Track,10/22/2019 20:22,letters requested 9/6 x5 1) Any news?. 2) Contacted for phone/video interview 10/3 x2 3) on-site invite 10/21 x2,8,FALSE,letters requested 9/6 x5 1) Any news?. 2) Contacted for phone/video interview 10/3 x2 3) on-site invite 10/21 x2,8,NA
319,11/5/2019 14:45,University of Maryland Center for Environmental Science - Chesapeake Bay Lab,Maryland,Estuarine & Coastal Science,12/15/2019,https://www.umces.edu/news/new-faculty-search-open-0,Asst Prof,Tenure Track,2/17/2020 22:31,"Any news? 2) Nothing as of 1/6 x5 3) Nothing still on 15Jan x1 4) nothing official, but getting website hits 5) still nothing 1/31 x2 6) I would have at least expected letter requests by now. Maybe no one here made the long/short list... 7) Oh well! 8) weird spike in website hits on 2/12 9) On campus interview requested 2/14",9,FALSE,"Any news? 2) Nothing as of 1/6 x5 3) Nothing still on 15Jan x1 4) nothing official, but getting website hits 5) still nothing 1/31 x2 6) I would have at least expected letter requests by now. Maybe no one here made the long/short list... 7) Oh well! 8) weird spike in website hits on 2/12 9) On campus interview requested 2/14",9,NA
547,9/24/2019 2:49,University of Massachusetts  Amherst,Massachusetts,Quantitative Microbiology,11/15/2019,http://careers.umass.edu/amherst/en-us/job/502843/tenure-track-assistant-professor-quantitative-microbiology,Asst Prof,Tenure Track,12/31/2019 18:50,"We especially encourage applications from those with expertise in molecular and cellular biology, microbe-host and microbe-habitat systems, microbial diversity, or large microbial data set analyses 2) failed search from last year? 3) Are they interested in evolution?  4) if it's quantitative yes. I hear there's interest in hiring someone who's working with quantitative ""big data"" type of research 5)Anyone's heard anything here? 6) no x6 7) This has been pretty quiet. Maybe just not interested in ecology/evolution people 8) I'm a big data person and haven't heard anything either :) 8) Any news? 9) no x3 10) Crickets. 11) Fingers crossed that there's some news that comes by before everyone heads off for vacation for everyone's sanity haha 12) I can't imagine they still haven't requested letters. 13) video interview scheduled 12/13",9,FALSE,"We especially encourage applications from those with expertise in molecular and cellular biology, microbe-host and microbe-habitat systems, microbial diversity, or large microbial data set analyses 2) failed search from last year? 3) Are they interested in evolution?  4) if it's quantitative yes. I hear there's interest in hiring someone who's working with quantitative ""big data"" type of research 5)Anyone's heard anything here? 6) no x6 7) This has been pretty quiet. Maybe just not interested in ecology/evolution people 8) I'm a big data person and haven't heard anything either :) 8) Any news? 9) no x3 10) Crickets. 11) Fingers crossed that there's some news that comes by before everyone heads off for vacation for everyone's sanity haha 12) I can't imagine they still haven't requested letters. 13) video interview scheduled 12/13",9,NA
403,10/21/2019 15:56,University of Massachusetts - Amherst,Massachusetts,"Molecular Soil Ecology	
",12/20/2019,http://careers.umass.edu/amherst/en-us/job/503367/assistant-professor-in-molecular-soil-ecology,Asst Prof,Tenure Track,2/8/2020 17:31,1) Any news? 2) received Zoom interview invitation (x3) 3) invited for campus interview,7,FALSE,1) Any news? 2) received Zoom interview invitation (x3) 3) invited for campus interview,7,NA
608,9/11/2019 17:57,Eastern Connecticut State University,Connecticut,Plant Biology,,http://www.easternct.edu/humanresources/jobs/faculty-positions/#plant,Asst Prof,Tenure Track,12/19/2019 16:49,"No deadline listed. 1) Any news? It's been radiosilence...2) None here (10/29) x3  3) From search chair: ""The committee will meet in the third week of Nov. to discuss the candidates"" 4) did anyone get an email acknowledging receipt of your application? @4 Nope X2 5) @4, I did, but a while back 5) video interview 2nd week of Dec x3. 6) I just got an email indicating all of my documents are on file (i submitted them all in September); I didn't get an invite for a video interview, so not sure why this email was sent. x2. 7) campus invite 12/19",6,FALSE,"No deadline listed. 1) Any news? It's been radiosilence...2) None here (10/29) x3  3) From search chair: ""The committee will meet in the third week of Nov. to discuss the candidates"" 4) did anyone get an email acknowledging receipt of your application? @4 Nope X2 5) @4, I did, but a while back 5) video interview 2nd week of Dec x3. 6) I just got an email indicating all of my documents are on file (i submitted them all in September); I didn't get an invite for a video interview, so not sure why this email was sent. x2. 7) campus invite 12/19",6,Other
43,2/12/2020 3:42,University of Massachusetts Boston,Massachusetts,Network Data Science (with possible focus on ecological systems),2/28/2020,https://employmentopportunities.umb.edu/en-us/job/504602/assistant-professor-of-network-data-science,Asst Prof,Tenure Track,2/12/2020 3:45,"Multi-departmental hire, with home in Biology, CS, or Math. Ecologically relevant, as ""We consider Networks broadly, encompassing a variety of complex systems and data types, ranging from the Internet to social, biological, biochemical, and ecological systems."" Ecolog list says an ecologist on search committee.",,FALSE,"Multi-departmental hire, with home in Biology, CS, or Math. Ecologically relevant, as ""We consider Networks broadly, encompassing a variety of complex systems and data types, ranging from the Internet to social, biological, biochemical, and ecological systems."" Ecolog list says an ecologist on search committee.",,NA
