Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,Number Applied,Mod Flag,Notes Backup,Number Applied
8/23/2022 10:57,"Bell Museum, University of Minnesota",Minnesota,Zoology Collections,10/15/2022,https://hr.myu.umn.edu/jobs/ext/350765,Collections Manager,Permanent Non-Academic,,,,FALSE,,
8/23/2022 8:45,University of Illinois at Urbana-Champaign,Illinois,Quantitative Plant Biologist,10/3/2022,https://illinois.csod.com/ux/ats/careersite/1/home/requisition/690?c=illinois,Asst Prof,Tenure Track,9/24/2022 13:54,"Does this application require submission of letters, or just contact information for references? 2) I think the information only at the time of submission.",4,FALSE,"Does this application require submission of letters, or just contact information for references? 2) I think the information only at the time of submission.",4
8/23/2022 8:27,Western Carolina University,North Carolina,Natural Resources,10/1/2022,https://jobs.wcu.edu/postings/20910,Asst Prof,Tenure Track,8/28/2022 21:19,this was reposted from last year. ,1,FALSE,this was reposted from last year. ,1
8/23/2022 5:55,Boston University,Massachusetts,Environmental Heath,9/15/2022,https://academicjobsonline.org/ajo/jobs/22081,Rank Open,Tenure Track,,,,FALSE,,
8/22/2022 14:57,Villanova University,Pennsylvania,Genetics,9/2/2022,https://jobs.villanova.edu/postings/23834,Asst Prof,Tenure Track,9/26/2022 14:34,We encourage applications from geneticists who work in any one of a variety of disciplines. 1) Are reference letters due up front or will references be contacted later? 2) I submitted my application and my letter writers haven't gotten an email yet 3) I submitted my application and my letter writers did get an email  x3 4) Offered a Zoom interview 9/23 x3,9,FALSE,We encourage applications from geneticists who work in any one of a variety of disciplines. 1) Are reference letters due up front or will references be contacted later? 2) I submitted my application and my letter writers haven't gotten an email yet 3) I submitted my application and my letter writers did get an email  x3 4) Offered a Zoom interview 9/23 x3,9
8/22/2022 10:53,Providence College,Rhode Island,Comparative Organismal Anatomy,10/21/2022,https://careers.providence.edu/postings/7213,Asst Prof,Tenure Track,,,,FALSE,,
8/22/2022 9:45,Virginia Tech,Virginia,Computational Biology / Bioinformatics,9/26/2022,https://careers.pageuppeople.com/968/cw/en-us/job/521528/assistant-professor-of-computational-biologybioinformatics,Asst Prof,Tenure Track,8/23/2022 7:09,"""whose research addresses important biological questions at any scale, and applications involving all relevant research areas will be considered"" how to interpret this? ecological modelling included? 2) Yes. We are looking very broadly.",13,FALSE,"""whose research addresses important biological questions at any scale, and applications involving all relevant research areas will be considered"" how to interpret this? ecological modelling included? 2) Yes. We are looking very broadly.",13
8/22/2022 6:53,Leiden University,Netherlands,Ecotoxicology,9/7/2022,https://www.universiteitleiden.nl/vacatures/2022/kwartaal-3/22-517assistant-professor-in-process-based-ecotoxicology-0.8-1.0-fte,Asst Prof,Tenure Track,8/23/2022 7:50,"A part of a cluster hire this year, so new position in a growing Department.",,FALSE,"A part of a cluster hire this year, so new position in a growing Department.",
8/21/2022 20:44,Providence College,Rhode Island,Marine Biology & Ecology,10/21/2022,https://careers.providence.edu/postings/7217,Asst Prof,Tenure Track,8/31/2022 12:15,"failed search from Spring? 1) Does anyone have insight into whether a non-religious person would feel comfortable here? 2) @1 I'm a Rhode Islander but didn't go here. The people I know who went to PC as students were not religious. I am an ex-Catholic and I'm applying to another position at PC, so I'm interested to see what others have to say.  3) Spring search was for VAP/adjunct positions so this is a new search! Many students and faculty at PC are not religious and/or a religion other than Catholic. 4) While the current employees are probably very accepting and not that religious, if asked during an interview about your religious affiliation or interest, my experience around other religiously affiliated universities tells me that there is, in fact, a right answer. ",,FALSE,"failed search from Spring? 1) Does anyone have insight into whether a non-religious person would feel comfortable here? 2) @1 I'm a Rhode Islander but didn't go here. The people I know who went to PC as students were not religious. I am an ex-Catholic and I'm applying to another position at PC, so I'm interested to see what others have to say.  3) Spring search was for VAP/adjunct positions so this is a new search! Many students and faculty at PC are not religious and/or a religion other than Catholic. 4) While the current employees are probably very accepting and not that religious, if asked during an interview about your religious affiliation or interest, my experience around other religiously affiliated universities tells me that there is, in fact, a right answer. ",
8/20/2022 18:18,National Cheng Kung University,Taiwan,Ecology,12/16/2022,https://www.bio.ncku.edu.tw/8053/%e5%9c%8b%e7%ab%8b%e6%88%90%e5%8a%9f%e5%a4%a7%e5%ad%b8%e7%94%9f%e5%91%bd%e7%a7%91%e5%ad%b8%e7%b3%bb%e8%aa%a0%e5%be%b5%e7%94%9f%e6%85%8b%e5%ad%b8%e9%a0%98%e5%9f%9f%e5%8a%a9%e7%90%86%e6%95%99%e6%8e%88,Rank Open,Tenure Track,,,,FALSE,,
8/20/2022 12:38,Dartmouth College,New Hampshire,Global Environmental Change,10/15/2022,https://apply.interfolio.com/111728,Asst Prof,Tenure Track,9/23/2022 10:53,"Geography Department 1) I was hopeful about this one and maybe it could work for someone who uses a lot of GIS/remote sensing, but for the rest of us ecology and evolution folks you would be the odd person out in the department.",,FALSE,"Geography Department 1) I was hopeful about this one and maybe it could work for someone who uses a lot of GIS/remote sensing, but for the rest of us ecology and evolution folks you would be the odd person out in the department.",
8/19/2022 21:16,Johns Hopkins University,Maryland,Functional Anatomy & Evolution,11/1/2022,https://apply.interfolio.com/112020,Asst Prof,Tenure Track,8/22/2022 7:25,"Great position for a vertebrate paleontologist, potentially",,FALSE,"Great position for a vertebrate paleontologist, potentially",
8/19/2022 10:48,Virginia Tech,Virginia,Integrative Organismal Biology,10/1/2022,https://careers.pageuppeople.com/968/cw/en-us/job/521476/assistant-professor-of-integrative-organismal-biology,Asst Prof,Tenure Track,10/3/2022 13:19,"1) SC member here. This position is defined very broadly. We are open to any research that can be construed as organismal biology. If you have any questions, please get in touch! I'll check in here occasionally, so feel free to post Qs here. 2) Any suggestions for candidates who could ""fit"" into this search or the CompBiol search above? Apply for both? 3) Yes -SC 4) Thanks! 5) SC by any, do you also mean fish? I wasn't sure if you already had a replacement for Don Orth. TIA. 6) Totally different department. Orth is Fish & Wildlife Conservation. This is in Biological Sciences. 7) Thanks 6, not being familiar with the current or future identities/visions of the different departments, is a specialty in stream ecology/imperiled fish & aquatic taxa of interest to Biological Sciences? I should have specified regardless of department you may not be seeking similarities in specialties across departments (esp. w/ Angermeier & Frimpong on campus as well). I ask out of genuine interest in the position and to best serve the imperiled taxa I study. Best regards. 8) @SC, what about non-fungi microbes?? 9) We're not ruling anything out. Fish are great. Yes, we do have a department of Fisheries and Wildlife Conservation at VT, but if you think of yourself of as an organismal biologist, go ahead and apply. As for microbes, we included ""animals, plants, and fungi"" in the job description because we have a microbiology section of the department, and we just did a microbiology search last year. But again, I'd say apply if you consider yourself an organismal biologist. -SC 9) Will letters be requested immediately upon application or later in the process? x2 10) Later -SC 11) Thanks for the clarification, SC, 12) I am guessing this ad got ~300 apps. 13) 311 applications. Initial review is going to take a while. -SC 14) JFC 15) Oh shoot, did I hit submit 250 times??",36,FALSE,"1) SC member here. This position is defined very broadly. We are open to any research that can be construed as organismal biology. If you have any questions, please get in touch! I'll check in here occasionally, so feel free to post Qs here. 2) Any suggestions for candidates who could ""fit"" into this search or the CompBiol search above? Apply for both? 3) Yes -SC 4) Thanks! 5) SC by any, do you also mean fish? I wasn't sure if you already had a replacement for Don Orth. TIA. 6) Totally different department. Orth is Fish & Wildlife Conservation. This is in Biological Sciences. 7) Thanks 6, not being familiar with the current or future identities/visions of the different departments, is a specialty in stream ecology/imperiled fish & aquatic taxa of interest to Biological Sciences? I should have specified regardless of department you may not be seeking similarities in specialties across departments (esp. w/ Angermeier & Frimpong on campus as well). I ask out of genuine interest in the position and to best serve the imperiled taxa I study. Best regards. 8) @SC, what about non-fungi microbes?? 9) We're not ruling anything out. Fish are great. Yes, we do have a department of Fisheries and Wildlife Conservation at VT, but if you think of yourself of as an organismal biologist, go ahead and apply. As for microbes, we included ""animals, plants, and fungi"" in the job description because we have a microbiology section of the department, and we just did a microbiology search last year. But again, I'd say apply if you consider yourself an organismal biologist. -SC 9) Will letters be requested immediately upon application or later in the process? x2 10) Later -SC 11) Thanks for the clarification, SC, 12) I am guessing this ad got ~300 apps. 13) 311 applications. Initial review is going to take a while. -SC 14) JFC 15) Oh shoot, did I hit submit 250 times??",36
8/19/2022 7:34,Michigan State University,Michigan,"Chair, Dept of Integrative Biology",9/30/2022,https://careers.msu.edu/en-us/job/511934/chairpersonmanagement,Full Prof,Tenure Track,10/3/2022 10:09,,,FALSE,,
8/18/2022 18:42,Gustavus Adolphus College,Minnesota,"Organismal Biology, Conservation, Ecology",10/4/2022,https://gustavus.edu/employment/job/2022,Asst Prof,Tenure Track,8/29/2022 18:16,"No mention of evolution in ad? Sounds much more focused on ecology? 2) is there a reason you would expect it to mention evolution? 3) sorry, forgot this is also an ecology list lol",3,FALSE,"No mention of evolution in ad? Sounds much more focused on ecology? 2) is there a reason you would expect it to mention evolution? 3) sorry, forgot this is also an ecology list lol",3
8/18/2022 17:39,University of Texas Rio Grande Valley,Texas,"Director, School of Earth, Environmental, and Marine Sciences",9/6/2022,https://greenwoodsearch.com/wp-content/uploads/2022/07/UTRGV-SEEMS-Director-Profile-Description.pdf,Full Prof,Tenure Track,,,,FALSE,,
8/18/2022 12:14,Texas Christian University,Texas,Biology,9/30/2022,https://jobs.tcu.edu/en-us/listing/,Asst Prof,Tenure Track,,,5,FALSE,,5
8/18/2022 11:51,University of Georgia,Georgia,Quantitative Disease Ecology,10/1/2022,https://www.ceid.uga.edu/idd/quantitative-disease-ecology/,Rank Open,Tenure Track,,,,FALSE,,
8/18/2022 11:51,University of Georgia,Georgia,Quantitative Community Ecology of Infectious Diseases,10/1/2022,https://www.ceid.uga.edu/idd/quantitative-community-ecology-of-infectious-diseases/,Asst Prof,Tenure Track,,,2,FALSE,,2
8/18/2022 9:23,West Virginia University Institute of Technology,West Virginia,Biology / Microbiology,,https://wvu.taleo.net/careersection/faculty/jobdetail.ftl?job=20471&tz=GMT-04%3A00&tzname=America%2FNew_York,Asst Prof,Tenure Track,8/18/2022 9:27,"Spring 2023 start date. This hire will replace someone who was environmental microbiology oriented, so they will certainly consider and value applications from environmental micro folks. There is another current opening in cell bio/genetics.",,FALSE,"Spring 2023 start date. This hire will replace someone who was environmental microbiology oriented, so they will certainly consider and value applications from environmental micro folks. There is another current opening in cell bio/genetics.",
8/18/2022 9:14,Washington State University,Washington,Vertebrate Macroevolutionary Biology,9/16/2022,https://wsu.wd5.myworkdayjobs.com/en-US/WSU_Jobs/details/Assistant-Professor-School-of-Biological-Sciences_R-6938?q=biological+sciences,Asst Prof,Tenure Track,8/24/2022 13:34,,2,FALSE,,2
8/18/2022 7:16,Virginia Museum of Natural History,Virginia,"Herpetology, Molecular Techniques, Anatomy, Curation",10/3/2022,"https://www.glassdoor.com/job-listing/research-technician-virginia-museum-of-natural-history-JV_IC1130129_KO0,19_KE20,54.htm?jl=1008073898547&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Research Technician,Permanent Non-Academic,,,,FALSE,,
8/18/2022 3:51,Western Washington University,Washington,Terrestrial Vertebrate Ecology,9/19/2022,https://hr.wwu.edu/careers-faculty?job=500066,Asst Prof,Tenure Track,9/18/2022 16:42,"Love this school. If only I were terrestrial! 2) I'm (mostly) terrestrial! What do you love about it? 3) Letters upfront, automatically requested 4) it isn't clear if the letters are required by the review date as well as the application 5) No page/word limits on statements - correct?
",7,FALSE,"Love this school. If only I were terrestrial! 2) I'm (mostly) terrestrial! What do you love about it? 3) Letters upfront, automatically requested 4) it isn't clear if the letters are required by the review date as well as the application 5) No page/word limits on statements - correct?
",7
8/17/2022 22:56,University of Iowa,Iowa,Biology,9/15/2022,https://jobs.sciencecareers.org/job/613090/lecturer-biology/,Instructor,Fixed Term,8/17/2022 22:56,"""The initial appointment is for three years, subject to annual review. This instructional track faculty position is renewable and includes opportunities for promotion with longer appointment intervals.""",,FALSE,"""The initial appointment is for three years, subject to annual review. This instructional track faculty position is renewable and includes opportunities for promotion with longer appointment intervals.""",
8/17/2022 19:01,Queensland Government Department of Environment & Science,Australia,Wetland Science & Monitoring,8/25/2022,https://smartjobs.qld.gov.au/jobs/QLD-437422-22,Senior Environmental Scientist ,Permanent Non-Academic,,,,FALSE,,
8/17/2022 9:32,University of Maine,Maine,Potato Breeding & Genetics,9/12/2022,https://umaine.hiretouch.com/job-details?jobID=77318&job=assistant-or-associate-professor-of-potato-breeding-and-genetics,Asst / Assoc Prof,Tenure Track,9/13/2022 14:16,"75% research, 25% teaching  AP) Damn, this is MY YEAR. 2) I'm old enough to remember the last potato position. Anyone else still on here? x6 (there was a corn one last year, but I've been here too many cycles) 3) Oh I remember far too many years of this site. 4) I would advise against applying. By the end of the year, you'll be totally fried. 5) Seems like a mash up of several different disciplines. The job ad is half baked. 6) Only 25% of the time dedicated to teaching the tots. 7) Seems very a-peeling 8) spud-tacular indeed 9) I've got my eyes on this one. 10) My app would be a tater disaster. 11) My dog's nickname is potato (her phenotype is distinctly potato-shaped) and her genome was sequenced by the Dog Aging Project so that makes me totally qualified for this position, right?? :)",,FALSE,"75% research, 25% teaching  AP) Damn, this is MY YEAR. 2) I'm old enough to remember the last potato position. Anyone else still on here? x6 (there was a corn one last year, but I've been here too many cycles) 3) Oh I remember far too many years of this site. 4) I would advise against applying. By the end of the year, you'll be totally fried. 5) Seems like a mash up of several different disciplines. The job ad is half baked. 6) Only 25% of the time dedicated to teaching the tots. 7) Seems very a-peeling 8) spud-tacular indeed 9) I've got my eyes on this one. 10) My app would be a tater disaster. 11) My dog's nickname is potato (her phenotype is distinctly potato-shaped) and her genome was sequenced by the Dog Aging Project so that makes me totally qualified for this position, right?? :)",
8/17/2022 5:40,Utrecht University,Netherlands,Theoretical Developmental Biology,9/19/2022,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/assistant-professor-in-theoretical-developmental-biology-tenure-track-10-fte,Asst Prof,Tenure Track,9/13/2022 13:50,"1) Be careful with these--a friend of mine used to work at Utrecht, and the modus operandi was for senior faculty to determine junior faculty's research agendas, then take credit (=authorship), leaving the junior nothing. My understanding is that this is commonplace amongst Dutch universities.  She's very bitter about it, but has moved on to a far better place.",,FALSE,"1) Be careful with these--a friend of mine used to work at Utrecht, and the modus operandi was for senior faculty to determine junior faculty's research agendas, then take credit (=authorship), leaving the junior nothing. My understanding is that this is commonplace amongst Dutch universities.  She's very bitter about it, but has moved on to a far better place.",
8/17/2022 5:37,Utrecht University,Netherlands,Theoretical Biology,9/19/2022,https://www.uu.nl/en/organisation/working-at-utrecht-university/jobs/assistant-professor-in-theoretical-biology-tenure-track-10-fte,Asst Prof,Tenure Track,9/13/2022 13:50,"Not 100% sure these are tenure-track. 2) Ad says that after a positive review 4.5 years in the position becomes permanent which seems close enough to tenure to me. 3) Yes, this is how UU expresses the tenure process. 4) This is identical to another call they announced last year, right? 5) Be careful with these--a friend of mine used to work at Utrecht, and the modus operandi was for senior faculty to determine junior faculty's research agendas, then take credit (=authorship), leaving the junior nothing. My understanding is that this is commonplace amongst Dutch universities.  She's very bitter about it, but has moved on to a far better place.",,FALSE,"Not 100% sure these are tenure-track. 2) Ad says that after a positive review 4.5 years in the position becomes permanent which seems close enough to tenure to me. 3) Yes, this is how UU expresses the tenure process. 4) This is identical to another call they announced last year, right? 5) Be careful with these--a friend of mine used to work at Utrecht, and the modus operandi was for senior faculty to determine junior faculty's research agendas, then take credit (=authorship), leaving the junior nothing. My understanding is that this is commonplace amongst Dutch universities.  She's very bitter about it, but has moved on to a far better place.",
8/16/2022 13:48,American University,District of Columbia,Virology,10/15/2022,https://apply.interfolio.com/111776,Rank Open,Tenure Track,,,,FALSE,,
8/16/2022 9:26,University of Tennessee Knoxville,Tennessee,Neuroscience and Behavior,9/15/2022,https://apply.interfolio.com/110475,Asst Prof,Tenure Track,8/16/2022 9:27,"""Individuals with expertise in behavioral neuroscience and/or animal behavior are especially encouraged to apply. We are particularly interested in candidates using state-of-the-art approaches to investigate mechanisms controlling sensation and perception, movement, learning and memory, motivation and emotion, sleep, communication, and/or social behavior.""",5,FALSE,"""Individuals with expertise in behavioral neuroscience and/or animal behavior are especially encouraged to apply. We are particularly interested in candidates using state-of-the-art approaches to investigate mechanisms controlling sensation and perception, movement, learning and memory, motivation and emotion, sleep, communication, and/or social behavior.""",5
8/16/2022 6:22,University of Tennessee Knoxville,Tennessee,Plant Ecophysiology,9/16/2022,https://apply.interfolio.com/110494,Asst Prof,Tenure Track,8/24/2022 13:35,,5,FALSE,,5
8/16/2022 5:42,San Francisco State University,California,Global Change Ecology,10/15/2022,https://csucareers.calstate.edu/detail.aspx?pid=90635,Asst Prof,Tenure Track,9/8/2022 8:59,"Seeking researchers with ""comprehensive and holistic understanding of the effects and consequences of global change on ecological systems, biosphere-atmosphere interactions, and coupled natural-human systems across temporal and spatial scales. Research foci may include nature-based adaptation solutions to reduce the causes and impacts of global change (e.g., sea level rise, carbon emissions, fire, ocean acidification, nutrient pollution, hypoxia, etc.)."" [link fixed -AP]",2,FALSE,"Seeking researchers with ""comprehensive and holistic understanding of the effects and consequences of global change on ecological systems, biosphere-atmosphere interactions, and coupled natural-human systems across temporal and spatial scales. Research foci may include nature-based adaptation solutions to reduce the causes and impacts of global change (e.g., sea level rise, carbon emissions, fire, ocean acidification, nutrient pollution, hypoxia, etc.)."" [link fixed -AP]",2
8/16/2022 5:40,San Francisco State University,California,Plant Ecology,9/28/2022,https://csucareers.calstate.edu/detail.aspx?pid=96280,Asst Prof,Tenure Track,8/16/2022 5:44,"""Specific areas of expertise may include but are not limited to: effects of climate change on terrestrial or aquatic plant communities; interactions with animals, fungi, microbes, or viruses; habitat restoration; fire ecology; food insecurity; ethnobotany and Traditional Ecological Knowledge. Scientists in other areas of interdisciplinary plant ecology research including issues of social justice within the context of natural or urban plant communities are also encouraged to apply. """,6,FALSE,"""Specific areas of expertise may include but are not limited to: effects of climate change on terrestrial or aquatic plant communities; interactions with animals, fungi, microbes, or viruses; habitat restoration; fire ecology; food insecurity; ethnobotany and Traditional Ecological Knowledge. Scientists in other areas of interdisciplinary plant ecology research including issues of social justice within the context of natural or urban plant communities are also encouraged to apply. """,6
8/15/2022 23:21,University of Memphis,Tennessee,(Eco-)toxicology,9/12/2022,https://workforum.memphis.edu/postings/32852,Asst Prof,Tenure Track,8/23/2022 1:18,"""... in any area of toxicology, including ecotoxicology, that asks mechanistic questions at one or more of these levels: molecular, cellular, organismal and/or ecosystem""",3,FALSE,"""... in any area of toxicology, including ecotoxicology, that asks mechanistic questions at one or more of these levels: molecular, cellular, organismal and/or ecosystem""",3
8/15/2022 8:45,University of Guelph,Canada,"Chair, Department of Integrative Biology",12/1/2022,https://www.uoguelph.ca/facultyjobs/postings/ad22-63.shtml,Assoc / Full Prof,Tenure Track,9/9/2022 14:34,[discussion of current chair's Twitter feed deleted - seems irrelevant -AP],,FALSE,[discussion of current chair's Twitter feed deleted - seems irrelevant -AP],
8/15/2022 6:50,Rockefeller University,New York,Broad,9/30/2022,https://jobs.chronicle.com/job/37303683/faculty-positions/?TrackID=133309,Rank Open,Tenure Track,9/25/2022 22:37,"Includes Organismal Biology and Evolution. (2). Application requires a video. Srsly. 3) Like we haven't done enough with our work and apps already.  Any custom format is annoying, but that is crappy.  You really want hundreds of people to shoot videos so you can triage their apps, Rock?And talk about inequity for folks who do and do not have access to pro-grade video edit support. x5 3) I would love if  an SC comittee member could give some justification for this. x9 4) Yeah because of these *bespoke* items they are requesting, I am not going to apply. x2 5) They advertise this same call every year and just try to pluck 'superstars'. I hardly think these Rockefeller positions even count as job ads. 6) Sounds like a great setup to perpetuate discrimination x4 7) Ad does states ""organismal biology and evolution"" at the bottom of the list, but this is clearly not one of their preferred fields. Rockefeller is much more centered around biomedical research. Unless you're a superstar working in org bio or evolution, I wouldn't bother. 8) I will not apply. 9) I know people who do hardcore evolution research and NOT in humans who interviewed at the Rock and were very competitive during the whole process. So just because its a biomed institute doesn't mean they don't care about org bio and evo. They do. BUT the twist is all the evo people I know who got interview had CNS paper. So yes they do consider evolution seriously but only if you have a CNS.  10) Two friends said people were pretty nasty and dismissive about evo on their interviews.  I think they pretend to want evo, but won't step a lot farther than evo-devo.  Still apply if you think you might want the job, but push the mol bio. (11) 10 of the 11 people hired as head of lab at RockU since 2014 have at least one CNS paper. 12) Cue PIs at the Rock publicly saying it's ridiculous to think you need CNS to get hired as faculty. x3 13) the stories from the evolution people who have interviewed here are insane. 14) The video thing is laughable and references up front. Stop. Wasting. People's. Time. x5  15) I am seriously tempted to submit a video just calling them jerks for asking us to do that. 16) @15 please do. x2 (17) Would consider putting my name in the hat if application didn't require video+refs up front, but not going to bother.  15) @16, I guess it would tell us whether they even bother watching those videos. ",2,FALSE,"Includes Organismal Biology and Evolution. (2). Application requires a video. Srsly. 3) Like we haven't done enough with our work and apps already.  Any custom format is annoying, but that is crappy.  You really want hundreds of people to shoot videos so you can triage their apps, Rock?And talk about inequity for folks who do and do not have access to pro-grade video edit support. x5 3) I would love if  an SC comittee member could give some justification for this. x9 4) Yeah because of these *bespoke* items they are requesting, I am not going to apply. x2 5) They advertise this same call every year and just try to pluck 'superstars'. I hardly think these Rockefeller positions even count as job ads. 6) Sounds like a great setup to perpetuate discrimination x4 7) Ad does states ""organismal biology and evolution"" at the bottom of the list, but this is clearly not one of their preferred fields. Rockefeller is much more centered around biomedical research. Unless you're a superstar working in org bio or evolution, I wouldn't bother. 8) I will not apply. 9) I know people who do hardcore evolution research and NOT in humans who interviewed at the Rock and were very competitive during the whole process. So just because its a biomed institute doesn't mean they don't care about org bio and evo. They do. BUT the twist is all the evo people I know who got interview had CNS paper. So yes they do consider evolution seriously but only if you have a CNS.  10) Two friends said people were pretty nasty and dismissive about evo on their interviews.  I think they pretend to want evo, but won't step a lot farther than evo-devo.  Still apply if you think you might want the job, but push the mol bio. (11) 10 of the 11 people hired as head of lab at RockU since 2014 have at least one CNS paper. 12) Cue PIs at the Rock publicly saying it's ridiculous to think you need CNS to get hired as faculty. x3 13) the stories from the evolution people who have interviewed here are insane. 14) The video thing is laughable and references up front. Stop. Wasting. People's. Time. x5  15) I am seriously tempted to submit a video just calling them jerks for asking us to do that. 16) @15 please do. x2 (17) Would consider putting my name in the hat if application didn't require video+refs up front, but not going to bother.  15) @16, I guess it would tell us whether they even bother watching those videos. ",2
8/12/2022 20:01,Pomona College,California,Animal Physiology,11/1/2022,https://academicjobsonline.org/ajo/jobs/22189,Asst Prof,Tenure Track,,,,FALSE,,
8/12/2022 19:43,Ursinus College,Pennsylvania,Vertebrate Biology,10/1/2022,https://apply.interfolio.com/110939,Asst Prof,Tenure Track,,,5,FALSE,,5
8/12/2022 19:42,Ursinus College,Pennsylvania,Aquatic Biologist,10/1/2022,https://apply.interfolio.com/110934,Asst Prof,Tenure Track,,,6,FALSE,,6
8/12/2022 19:35,Columbia University ,New York,Quantitative Biology,9/15/2022,https://www.higheredjobs.com/faculty/details.cfm?JobCode=178050467,Open Rank,Tenure Track,9/10/2022 15:07,"Is this still open? 2) I think so? It was just reposted to higheredjobs a couple days ago with the 9/15 due date 3) letters required up front? (4) looks like a slightly broader repost from last year, where search is said to have failed",1,FALSE,"Is this still open? 2) I think so? It was just reposted to higheredjobs a couple days ago with the 9/15 due date 3) letters required up front? (4) looks like a slightly broader repost from last year, where search is said to have failed",
8/12/2022 15:12,Binghamton University,New York,Conservation Ecology,12/1/2022,https://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=151772,Asst Prof,Tenure Track,8/24/2022 13:35,,,FALSE,,
8/12/2022 7:25,Tufts Unviersity,Massachusetts,Neuroscience,10/15/2022,https://apply.interfolio.com/111150,Asst Prof,Tenure Track,,,,FALSE,,
8/12/2022 0:17,University of the Pacific,California,Biology,9/15/2022,https://jobs.chronicle.com/job/37302621/assistant-professor-of-biology-tenure-track/,Asst Prof,Tenure Track,10/4/2022 22:13,"Two (!!) positions, ""Teaching responsibilities for these positions could include various combinations of courses depending on the candidate's background and areas of interest, such as General Biology, Anatomy, Physiology, Histology, Microbiology, Neurobiology, or more specialized upper division courses."" ~$70K salary/9 month 1) Offered zoom interview (10/4) x2",9,FALSE,"Two (!!) positions, ""Teaching responsibilities for these positions could include various combinations of courses depending on the candidate's background and areas of interest, such as General Biology, Anatomy, Physiology, Histology, Microbiology, Neurobiology, or more specialized upper division courses."" ~$70K salary/9 month 1) Offered zoom interview (10/4) x2",9
8/11/2022 6:58,Berry College,Georgia,Natural Resources,9/15/2022,https://berry.interviewexchange.com/jobofferdetails.jsp;jsessionid=9ABE06D276B60BC6DE83F855017B9AD5;jsessionid=6BB411695FCA1C975A8F87C78BA7BB49?JOBID=151507,Asst Prof,Tenure Track,10/4/2022 13:05,Interview invitations have been sent. Thirty-minute initial interview via Zoom.,5,FALSE,Interview invitations have been sent. Thirty-minute initial interview via Zoom.,5
8/11/2022 5:53,University of Marburg,Germany,Animal Ecology (Entomology),,https://stellenangebote.uni-marburg.de/jobposting/2d24d07f1c4b0c3e1b5e51b0606c0dd679214bca0,Asst Prof,Tenure Track,,,1,FALSE,,1
8/10/2022 23:40,Fairleigh Dickinson University,New Jersey,Animal Comparative Biology,,https://jobs.fdu.edu/postings/8431,Asst Prof,Tenure Track,8/12/2022 18:11,"""Familiarity with bioinformatics is a plus."" Also, no review date, ""Review of applications will begin immediately and will continue until the position is filled."" 2) Letters up front",1,FALSE,"""Familiarity with bioinformatics is a plus."" Also, no review date, ""Review of applications will begin immediately and will continue until the position is filled."" 2) Letters up front",1
8/10/2022 23:37,Gonzaga University,Washington,Biology,9/30/2022,https://jobs.chronicle.com/job/37292071/assistant-professor-biology/,Asst Prof,Tenure Track,9/27/2022 9:03,"""We are looking for a molecular biologist whose research includes a significant wet-lab component, but may also use computational, data science, or systems biology approaches. Area of specialization is open. "" 2) They only ask for a teaching statement...no research or diversity statement? 3) Do you let you upload additional optional documents? 2 again) I checked yesterday and I don't think there's any way to do so 2 again) confirmed with chair that there's only a teaching statement. info about research and working with students from underrepresented groups can be included in the cover letter ",3,FALSE,"""We are looking for a molecular biologist whose research includes a significant wet-lab component, but may also use computational, data science, or systems biology approaches. Area of specialization is open. "" 2) They only ask for a teaching statement...no research or diversity statement? 3) Do you let you upload additional optional documents? 2 again) I checked yesterday and I don't think there's any way to do so 2 again) confirmed with chair that there's only a teaching statement. info about research and working with students from underrepresented groups can be included in the cover letter ",3
8/10/2022 11:16,Hawaii Pacific University,Hawaii,Physical Oceanography (broadly defined),10/1/2022,https://www.schooljobs.com/careers/hpu/jobs/3470437/assistant-professor-of-oceanography,Asst Prof,Tenure Track,8/10/2022 11:19,"Area of expertise is Physical Oceanography, broadly defined. The candidate would need to be able to teach a graduate-level Physical Oceanography course, but may teach other classes and conduct research in any subdiscipline of marine science.",,FALSE,"Area of expertise is Physical Oceanography, broadly defined. The candidate would need to be able to teach a graduate-level Physical Oceanography course, but may teach other classes and conduct research in any subdiscipline of marine science.",
8/9/2022 5:32,University of Pittsburgh,Pennsylvania,Computational Genomics & Evolutionary Genomics,9/30/2022,https://cfopitt.taleo.net/careersection/pitt_faculty_external/jobdetail.ftl?job=22006449,Asst / Assoc Prof,Tenure Track,10/3/2022 12:51,"same as below? Different ad. 2) clearly different. 3) when was this posted, materials seem to be due so soon! 4) Just announc ed couple of days ago 5) @3 ~8 weeks doesnt seem so short to me  6) 2 positions 7) Reference letters due up front... 8) @7 see discussion on this in the other job posting at this uni below. Not that a good explanation is given..., 9) I'm starting to cross these places with reference letters up front off my list. Out of touch.x7",11,FALSE,"same as below? Different ad. 2) clearly different. 3) when was this posted, materials seem to be due so soon! 4) Just announc ed couple of days ago 5) @3 ~8 weeks doesnt seem so short to me  6) 2 positions 7) Reference letters due up front... 8) @7 see discussion on this in the other job posting at this uni below. Not that a good explanation is given..., 9) I'm starting to cross these places with reference letters up front off my list. Out of touch.x7",11
